source_path,destination_path,sha256,size_bytes,file_type,import_status,notes
reference/sample-1-v1.XLSX,reference/approved-v1-workbooks/sample-1-v1.XLSX,f9c464c63c3c40bc138957d092d67327ff75be3e243e49b8a31e49745d37ca24,338210,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-2-v1.xlsm,reference/approved-v1-workbooks/sample-2-v1.xlsm,3a390692525a70665400c93fad7f0f801a97dbae14e213ebbd97221ac8d5e333,297567,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-3-V1.XLSX,reference/approved-v1-workbooks/sample-3-V1.XLSX,8f56dd26e8e68e0f3e44fa1ccdb43b2a8b7f8445d66a45283d00c1ec3deb6768,974243,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-4-v1.XLSX,reference/approved-v1-workbooks/sample-4-v1.XLSX,0f7dfbd3de97cf406fe7fbdbacfe54987ea3747ce2471ca81792459399b64745,964039,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-bsrs-baseData-config.txt,reference/examples/sample-bsrs-baseData-config.txt,c4ec6e78a58897d84ac030d6f1d8db85d18db505054e5fcd33743c6c035a1f5b,494,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-bsrs-OFA_QPSA-QDRO-config.txt,reference/examples/sample-bsrs-OFA_QPSA-QDRO-config.txt,3fa09fd018c26ced265488f84306dea33a9d737715994a2792c8a86f51a16daa,1345,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-bsrs-OFA_SingleAndJoint-config.txt,reference/examples/sample-bsrs-OFA_SingleAndJoint-config.txt,65deb8e30cc4c3350b493ec4ce212fbb2a315c19b3126c51af010ff47ccc6509,4628,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-bsrs-OFA_SingleLife-config.txt,reference/examples/sample-bsrs-OFA_SingleLife-config.txt,6f3fe5cd72b7f78f32361264c41809b620cf696d7628c280ab990b6bf1e6bb52,2055,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-bsrs-recalculation-config.txt,reference/examples/sample-bsrs-recalculation-config.txt,593d1ca812143bf8fdce45d680fd5089923be56194d1a9eafded9fa3f3f9c866,1039,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-bsrs-statement-config.txt,reference/examples/sample-bsrs-statement-config.txt,ac4356b6bfe383aaabedc8c35405f29c560886d958d2c9ce27b5c9f0813f62a3,104425,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-v1-5.xlsx,reference/approved-v1-workbooks/sample-v1-5.xlsx,ef444cd1350e484d9beb656e98126369ecf05d3ea976f047838f732a627e1d54,2293588,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/sample-v1-6.xlsx,reference/approved-v1-workbooks/sample-v1-6.xlsx,eb936845f0f7e19b71b32447702093719cd47130ce265b3536ad46b121a07aae,3029388,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Signature by Mark.pdf,reference/regulations/Signature by Mark.pdf,55b9121d965603ae8207ed6bcada4503860c773a40ecc3f5d9c21e5329b836bb,173178,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Small Benefit Payments.pdf,reference/regulations/Small Benefit Payments.pdf,f2b8c871cb9709ebb238b126a253c31fa456d0ae79b2af44bbf6505c3ce0f0db,191691,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/speckit-codex-install-complete.v0.3.md,reference/training/speckit-codex-install-complete.v0.3.md,2309c8aad5b38179a390a687d7abbc7a92f09d07414d83f5724430492c6918cd,11845,application/javascript,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/speckit-codexcli-prompt-init.txt,reference/training/speckit-codexcli-prompt-init.txt,e00bf867f272c57aa5d02b89c162e37cb7309c5dc3af8deb3ff9a90e4931c7f7,2119,text/plain,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Spousal Consent.pdf,reference/regulations/Spousal Consent.pdf,f6be044cf6667a8f176199f954a8f5653419c14db589c8f0d6570789f412d537,185662,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Statutory Hybrid Plans.pdf,reference/regulations/Statutory Hybrid Plans.pdf,db233819bd9acf796b7623edd9d66f4610e2edf7cee5679fd1dbeebf4ab3d820,363674,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
"reference/Survivor Annuities - Plans Terminated before August 23, 1984.pdf","reference/regulations/Survivor Annuities - Plans Terminated before August 23, 1984.pdf",1ba91bd075fe28f4237ea3ab261c3c7f74bfb2af82cbe8ace21dcda4196bbe26,200906,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Treatment of Plan Liability for Premiums.pdf,reference/regulations/Treatment of Plan Liability for Premiums.pdf,c6837d58860c19d521a7f6588a67e3de6422c00fc1624122b5cf33296d29f0d8,140357,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Underpayment Reimbursement and Interest Payments.pdf,reference/regulations/Underpayment Reimbursement and Interest Payments.pdf,ddfe95546e6cd1c6636b90815c38e57ab47fe16990588809ad00544418a6715e,182460,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Withholding from Benefit Payments.pdf,reference/regulations/Withholding from Benefit Payments.pdf,5404570f6384e747f150b8e4c1bad58f6fcb52fbafe818f0e16b3e126227bbd1,137282,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/XRD and V1 Programming.pdf,reference/training/XRD and V1 Programming.pdf,d7231be2ed97ead7335a642b34c029c922e64e4fd86221be12e4b299fabdc5ae,697511,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/24884900PF.v0.7.13.xlsx,reference/actuarial-workpapers/24884900PF.v0.7.13.xlsx,0a2ac49608eff490309bfa84ffa0ab3cf07f46d03132f2690e0ea757c1ee23cf,101658,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/pbgc-mock-population-module-main/borra.txt,,af513a9867429952961e04ccbdd9b6f886cc5935c3b9f1d246fceb8a16b93730,5,text/plain,omitted,Approved omission: non-substantive placeholder.
reference/Plan Summary Sample.docx,reference/training/plan-summaries/Plan Summary Sample.docx,c1cde611215ff3a1b2571a480d81939208838a84686e4c060d603f2d90d12756,50545,application/vnd.openxmlformats-officedocument.wordprocessingml.document,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/Plan Summary Shell.docx,reference/training/plan-summaries/Plan Summary Shell.docx,e3164f6ea2a90d2e1ab0b3b7b11486e8a41be169b30f7997a0abb4059aeae2f1,47953,application/vnd.openxmlformats-officedocument.wordprocessingml.document,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/processing-manual.pdf,reference/training/internal/processing-manual.pdf,5cf3998bd4e2d8c274113dc33f3831a1b1c8aad0859838c8d0569125e0b02d14,4998462,application/pdf,imported,Imported per approved mapping; source and destination SHA-256 match.
reference/raw-approved-v1-engines/.gitkeep,,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,application/octet-stream,omitted,Approved omission: source directory placeholder.
